year,C1,C1_NM,C1_NM_ENG,total_population,child_population,working_age_population,older_population,older_share,working_age_share,child_share
2022,11560,영등포구,Yeongdeungpo-gu,375675,35239,277087,63349,16.86,73.76,9.38
2023,11560,영등포구,Yeongdeungpo-gu,374794,33484,275467,65843,17.57,73.5,8.93
2024,11560,영등포구,Yeongdeungpo-gu,373773,31997,273208,68568,18.34,73.09,8.56
2008,11590,동작구,Dongjak-gu,400866,58041,304823,38002,9.48,76.04,14.48
2009,11590,동작구,Dongjak-gu,397920,55210,303005,39705,9.98,76.15,13.87
2010,11590,동작구,Dongjak-gu,402709,53315,307026,42368,10.52,76.24,13.24
2011,11590,동작구,Dongjak-gu,401408,51327,305949,44132,10.99,76.22,12.79
2012,11590,동작구,Dongjak-gu,405491,50639,307845,47007,11.59,75.92,12.49
2013,11590,동작구,Dongjak-gu,410815,49754,311198,49863,12.14,75.75,12.11
2014,11590,동작구,Dongjak-gu,407470,48206,307117,52147,12.8,75.37,11.83
2015,11590,동작구,Dongjak-gu,400641,46159,301057,53425,13.33,75.14,11.52
2016,11590,동작구,Dongjak-gu,400997,44955,300990,55052,13.73,75.06,11.21
2017,11590,동작구,Dongjak-gu,396217,43210,295936,57071,14.4,74.69,10.91
2018,11590,동작구,Dongjak-gu,396203,41455,295483,59265,14.96,74.58,10.46
2019,11590,동작구,Dongjak-gu,395963,39862,294107,61994,15.66,74.28,10.07
2020,11590,동작구,Dongjak-gu,391220,37675,288617,64928,16.6,73.77,9.63
2021,11590,동작구,Dongjak-gu,385483,35940,283223,66320,17.2,73.47,9.32
2022,11590,동작구,Dongjak-gu,380596,34036,278688,67872,17.83,73.22,8.94
2023,11590,동작구,Dongjak-gu,378769,32543,276137,70089,18.5,72.9,8.59
2024,11590,동작구,Dongjak-gu,375799,30790,272226,72783,19.37,72.44,8.19
2008,11620,관악구,Gwanak-gu,534556,70680,419683,44193,8.27,78.51,13.22
2009,11620,관악구,Gwanak-gu,529869,66637,416406,46826,8.84,78.59,12.58
2010,11620,관악구,Gwanak-gu,531434,63069,418015,50350,9.47,78.66,11.87
2011,11620,관악구,Gwanak-gu,526397,59961,413711,52725,10.02,78.59,11.39
2012,11620,관악구,Gwanak-gu,523029,57346,409445,56238,10.75,78.28,10.96
2013,11620,관악구,Gwanak-gu,518028,54456,404239,59333,11.45,78.03,10.51
2014,11620,관악구,Gwanak-gu,513186,51813,399122,62251,12.13,77.77,10.1
2015,11620,관악구,Gwanak-gu,509663,49191,395795,64677,12.69,77.66,9.65
2016,11620,관악구,Gwanak-gu,506851,46774,393418,66659,13.15,77.62,9.23
2017,11620,관악구,Gwanak-gu,503297,44110,389458,69729,13.85,77.38,8.76
2018,11620,관악구,Gwanak-gu,501957,41109,388960,71888,14.32,77.49,8.19
2019,11620,관악구,Gwanak-gu,500094,38374,386933,74787,14.95,77.37,7.67
2020,11620,관악구,Gwanak-gu,495060,35103,381527,78430,15.84,77.07,7.09
2021,11620,관악구,Gwanak-gu,485699,32194,374134,79371,16.34,77.03,6.63
2022,11620,관악구,Gwanak-gu,486752,29963,374941,81848,16.82,77.03,6.16
2023,11620,관악구,Gwanak-gu,481956,27673,369521,84762,17.59,76.67,5.74
2024,11620,관악구,Gwanak-gu,477812,25801,363873,88138,18.45,76.15,5.4
2008,11650,서초구,Seocho-gu,406320,61496,314016,30808,7.58,77.28,15.13
2009,11650,서초구,Seocho-gu,425481,64211,327347,33923,7.97,76.94,15.09
2010,11650,서초구,Seocho-gu,434720,64331,333361,37028,8.52,76.68,14.8
2011,11650,서초구,Seocho-gu,433564,63772,330859,38933,8.98,76.31,14.71
2012,11650,서초구,Seocho-gu,435044,63785,329610,41649,9.57,75.76,14.66
2013,11650,서초구,Seocho-gu,441763,65465,331744,44554,10.09,75.1,14.82
2014,11650,서초구,Seocho-gu,449678,66705,335627,47346,10.53,74.64,14.83
2015,11650,서초구,Seocho-gu,446764,65056,332537,49171,11.01,74.43,14.56
2016,11650,서초구,Seocho-gu,447192,63959,332327,50906,11.38,74.31,14.3
2017,11650,서초구,Seocho-gu,441102,62043,325940,53119,12.04,73.89,14.07
2018,11650,서초구,Seocho-gu,433951,60202,319086,54663,12.6,73.53,13.87
2019,11650,서초구,Seocho-gu,430826,58340,315450,57036,13.24,73.22,13.54
2020,11650,서초구,Seocho-gu,425126,56954,308100,60072,14.13,72.47,13.4
2021,11650,서초구,Seocho-gu,412279,54730,296975,60574,14.69,72.03,13.27
2022,11650,서초구,Seocho-gu,404325,51932,290165,62228,15.39,71.77,12.84
2023,11650,서초구,Seocho-gu,407664,50507,291616,65541,16.08,71.53,12.39
2024,11650,서초구,Seocho-gu,408376,49431,290339,68606,16.8,71.1,12.1
2008,11680,강남구,Gangnam-gu,557832,78443,440654,38735,6.94,78.99,14.06
2009,11680,강남구,Gangnam-gu,562138,77517,443722,40899,7.28,78.93,13.79
2010,11680,강남구,Gangnam-gu,570095,76831,449169,44095,7.73,78.79,13.48
2011,11680,강남구,Gangnam-gu,565710,75170,443499,47041,8.32,78.4,13.29
2012,11680,강남구,Gangnam-gu,564197,73379,440612,50206,8.9,78.1,13.01
2013,11680,강남구,Gangnam-gu,563599,71696,438603,53300,9.46,77.82,12.72
2014,11680,강남구,Gangnam-gu,578114,73432,447391,57291,9.91,77.39,12.7
2015,11680,강남구,Gangnam-gu,576495,72623,443681,60191,10.44,76.96,12.6
2016,11680,강남구,Gangnam-gu,567115,70350,434943,61822,10.9,76.69,12.4
2017,11680,강남구,Gangnam-gu,556164,68591,422627,64946,11.68,75.99,12.33
2018,11680,강남구,Gangnam-gu,542364,66657,408750,66957,12.35,75.36,12.29
2019,11680,강남구,Gangnam-gu,545169,66767,407506,70896,13.0,74.75,12.25
2020,11680,강남구,Gangnam-gu,539231,65904,398368,74959,13.9,73.88,12.22
2021,11680,강남구,Gangnam-gu,533042,64520,390444,78078,14.65,73.25,12.1
2022,11680,강남구,Gangnam-gu,529102,62278,385260,81564,15.42,72.81,11.77
2023,11680,강남구,Gangnam-gu,544873,63911,394528,86434,15.86,72.41,11.73
2024,11680,강남구,Gangnam-gu,557345,65556,400498,91291,16.38,71.86,11.76
2008,11710,송파구,Songpa-gu,668962,107104,515159,46699,6.98,77.01,16.01
2009,11710,송파구,Songpa-gu,681476,106007,525614,49855,7.32,77.13,15.56
2010,11710,송파구,Songpa-gu,685279,102637,529637,53005,7.73,77.29,14.98
2011,11710,송파구,Songpa-gu,682209,99528,527365,55316,8.11,77.3,14.59
2012,11710,송파구,Songpa-gu,673115,96117,518657,58341,8.67,77.05,14.28
2013,11710,송파구,Songpa-gu,668415,93704,513119,61592,9.21,76.77,14.02
2014,11710,송파구,Songpa-gu,664738,91195,508652,64891,9.76,76.52,13.72
2015,11710,송파구,Songpa-gu,660302,87555,504600,68147,10.32,76.42,13.26
2016,11710,송파구,Songpa-gu,657831,84851,502062,70918,10.78,76.32,12.9
2017,11710,송파구,Songpa-gu,664496,84755,503299,76442,11.5,75.74,12.75
2018,11710,송파구,Songpa-gu,666635,82584,502840,81211,12.18,75.43,12.39
2019,11710,송파구,Songpa-gu,675961,82343,506436,87182,12.9,74.92,12.18
2020,11710,송파구,Songpa-gu,667960,79805,494846,93309,13.97,74.08,11.95
2021,11710,송파구,Songpa-gu,658338,77329,483506,97503,14.81,73.44,11.75
2022,11710,송파구,Songpa-gu,658801,75568,479872,103361,15.69,72.84,11.47
2023,11710,송파구,Songpa-gu,654166,72480,473043,108643,16.61,72.31,11.08
2024,11710,송파구,Songpa-gu,650110,70250,465903,113957,17.53,71.67,10.81
2008,11740,강동구,Gangdong-gu,469024,71320,364125,33579,7.16,77.63,15.21
2009,11740,강동구,Gangdong-gu,484745,71897,376374,36474,7.52,77.64,14.83
2010,11740,강동구,Gangdong-gu,491871,69748,382710,39413,8.01,77.81,14.18
2011,11740,강동구,Gangdong-gu,495138,68905,384067,42166,8.52,77.57,13.92
2012,11740,강동구,Gangdong-gu,487905,66106,376949,44850,9.19,77.26,13.55
2013,11740,강동구,Gangdong-gu,483379,63492,372165,47722,9.87,76.99,13.14
2014,11740,강동구,Gangdong-gu,476597,61032,365398,50167,10.53,76.67,12.81
2015,11740,강동구,Gangdong-gu,458658,56507,350303,51848,11.3,76.38,12.32
2016,11740,강동구,Gangdong-gu,444168,52944,338103,53121,11.96,76.12,11.92
2017,11740,강동구,Gangdong-gu,436223,51894,328249,56080,12.86,75.25,11.9
2018,11740,강동구,Gangdong-gu,427573,49358,319546,58669,13.72,74.73,11.54
2019,11740,강동구,Gangdong-gu,436067,49823,322903,63341,14.53,74.05,11.43
2020,11740,강동구,Gangdong-gu,459970,54071,335996,69903,15.2,73.05,11.76
2021,11740,강동구,Gangdong-gu,462664,54212,334509,73943,15.98,72.3,11.72
2022,11740,강동구,Gangdong-gu,460067,52544,329332,78191,17.0,71.58,11.42
2023,11740,강동구,Gangdong-gu,459167,50751,325601,82815,18.04,70.91,11.05
2024,11740,강동구,Gangdong-gu,476942,52012,335243,89687,18.8,70.29,10.91
2008,26110,중구,Jung-gu,49565,5414,37004,7147,14.42,74.66,10.92
2009,26110,중구,Jung-gu,48905,5035,36474,7396,15.12,74.58,10.3
2010,26110,중구,Jung-gu,49442,4765,36705,7972,16.12,74.24,9.64
2011,26110,중구,Jung-gu,48686,4494,35979,8213,16.87,73.9,9.23
2012,26110,중구,Jung-gu,48148,4225,35353,8570,17.8,73.43,8.78
2013,26110,중구,Jung-gu,47345,4003,34492,8850,18.69,72.85,8.45
2014,26110,중구,Jung-gu,46737,3756,33827,9154,19.59,72.38,8.04
2015,26110,중구,Jung-gu,45816,3438,32908,9470,20.67,71.83,7.5
2016,26110,중구,Jung-gu,45208,3229,32279,9700,21.46,71.4,7.14
2017,26110,중구,Jung-gu,44218,2930,31206,10082,22.8,70.57,6.63
2018,26110,중구,Jung-gu,42795,2634,29781,10380,24.26,69.59,6.15
2019,26110,중구,Jung-gu,41910,2399,28767,10744,25.64,68.64,5.72
2020,26110,중구,Jung-gu,41523,2181,28027,11315,27.25,67.5,5.25
2021,26110,중구,Jung-gu,40524,1950,27368,11206,27.65,67.54,4.81
2022,26110,중구,Jung-gu,39689,1811,26410,11468,28.89,66.54,4.56
2023,26110,중구,Jung-gu,38619,1644,25109,11866,30.73,65.02,4.26
2024,26110,중구,Jung-gu,37537,1462,23908,12167,32.41,63.69,3.89
2008,26140,서구,Seo-gu,129385,15614,95439,18332,14.17,73.76,12.07
2009,26140,서구,Seo-gu,125785,14383,92565,18837,14.98,73.59,11.43
2010,26140,서구,Seo-gu,126040,13391,92857,19792,15.7,73.67,10.62
2011,26140,서구,Seo-gu,123718,12523,90915,20280,16.39,73.49,10.12
2012,26140,서구,Seo-gu,120828,11806,87844,21178,17.53,72.7,9.77
2013,26140,서구,Seo-gu,118783,11057,85785,21941,18.47,72.22,9.31
2014,26140,서구,Seo-gu,118115,10690,84523,22902,19.39,71.56,9.05
2015,26140,서구,Seo-gu,115963,10174,82272,23517,20.28,70.95,8.77
2016,26140,서구,Seo-gu,112973,9687,79380,23906,21.16,70.26,8.57
2017,26140,서구,Seo-gu,110039,9311,76266,24462,22.23,69.31,8.46
2018,26140,서구,Seo-gu,110534,9412,75917,25205,22.8,68.68,8.52
2019,26140,서구,Seo-gu,108229,8978,73182,26069,24.09,67.62,8.3
2020,26140,서구,Seo-gu,108135,9008,71781,27346,25.29,66.38,8.33
2021,26140,서구,Seo-gu,105164,8742,68893,27529,26.18,65.51,8.31
2022,26140,서구,Seo-gu,105192,8688,68072,28432,27.03,64.71,8.26
2023,26140,서구,Seo-gu,104089,8318,66498,29273,28.12,63.89,7.99
2024,26140,서구,Seo-gu,103188,7985,64783,30420,29.48,62.78,7.74
2008,26170,동구,Dong-gu,102764,11725,75431,15608,15.19,73.4,11.41
2009,26170,동구,Dong-gu,101153,11017,73934,16202,16.02,73.09,10.89
2010,26170,동구,Dong-gu,101514,10291,74327,16896,16.64,73.22,10.14
2011,26170,동구,Dong-gu,100420,9791,73313,17316,17.24,73.01,9.75
2012,26170,동구,Dong-gu,98529,9328,71210,17991,18.26,72.27,9.47
2013,26170,동구,Dong-gu,96011,8664,68613,18734,19.51,71.46,9.02
2014,26170,동구,Dong-gu,94565,8057,67015,19493,20.61,70.87,8.52
2015,26170,동구,Dong-gu,92069,7474,64650,19945,21.66,70.22,8.12
2016,26170,동구,Dong-gu,89826,6934,62558,20334,22.64,69.64,7.72
2017,26170,동구,Dong-gu,88868,6721,61071,21076,23.72,68.72,7.56
2018,26170,동구,Dong-gu,86912,6320,59185,21407,24.63,68.1,7.27
2019,26170,동구,Dong-gu,88165,6371,59537,22257,25.24,67.53,7.23
2020,26170,동구,Dong-gu,88901,6330,59190,23381,26.3,66.58,7.12
2021,26170,동구,Dong-gu,87679,6246,57673,23760,27.1,65.78,7.12
2022,26170,동구,Dong-gu,86462,6004,56104,24354,28.17,64.89,6.94
2023,26170,동구,Dong-gu,87792,6198,56501,25093,28.58,64.36,7.06
2024,26170,동구,Dong-gu,85911,5884,54366,25661,29.87,63.28,6.85
2008,26200,영도구,Yeongdo-gu,152118,18782,113206,20130,13.23,74.42,12.35
2009,26200,영도구,Yeongdo-gu,148139,17357,109908,20874,14.09,74.19,11.72
2010,26200,영도구,Yeongdo-gu,146798,16292,108649,21857,14.89,74.01,11.1
2011,26200,영도구,Yeongdo-gu,143205,15276,105352,22577,15.77,73.57,10.67
2012,26200,영도구,Yeongdo-gu,139765,14280,101822,23663,16.93,72.85,10.22
2013,26200,영도구,Yeongdo-gu,135816,13310,97881,24625,18.13,72.07,9.8
2014,26200,영도구,Yeongdo-gu,132102,12391,94074,25637,19.41,71.21,9.38
2015,26200,영도구,Yeongdo-gu,129385,11616,91350,26419,20.42,70.6,8.98
2016,26200,영도구,Yeongdo-gu,126362,10943,88227,27192,21.52,69.82,8.66
2017,26200,영도구,Yeongdo-gu,123521,10384,84844,28293,22.91,68.69,8.41
2018,26200,영도구,Yeongdo-gu,120109,9747,81290,29072,24.2,67.68,8.12
2019,26200,영도구,Yeongdo-gu,116711,9142,77453,30116,25.8,66.36,7.83
2020,26200,영도구,Yeongdo-gu,113342,8534,73325,31483,27.78,64.69,7.53
2021,26200,영도구,Yeongdo-gu,110638,8264,70393,31981,28.91,63.62,7.47
2022,26200,영도구,Yeongdo-gu,108156,7880,67498,32778,30.31,62.41,7.29
2023,26200,영도구,Yeongdo-gu,106548,7589,65284,33675,31.61,61.27,7.12
2024,26200,영도구,Yeongdo-gu,103737,7080,61986,34671,33.42,59.75,6.82
2008,26230,부산진구,Busanjin-gu,400516,54428,302860,43228,10.79,75.62,13.59
2009,26230,부산진구,Busanjin-gu,395689,51569,299003,45117,11.4,75.57,13.03
2010,26230,부산진구,Busanjin-gu,395826,48943,299396,47487,12.0,75.64,12.36
2011,26230,부산진구,Busanjin-gu,395044,47401,298565,49078,12.42,75.58,12.0
2012,26230,부산진구,Busanjin-gu,392731,46050,295109,51572,13.13,75.14,11.73
2013,26230,부산진구,Busanjin-gu,389765,44241,291306,54218,13.91,74.74,11.35
2014,26230,부산진구,Busanjin-gu,387378,42612,287989,56777,14.66,74.34,11.0
2015,26230,부산진구,Busanjin-gu,381572,40428,282565,58579,15.35,74.05,10.6
2016,26230,부산진구,Busanjin-gu,376526,38831,277154,60541,16.08,73.61,10.31
2017,26230,부산진구,Busanjin-gu,371703,37361,271400,62942,16.93,73.02,10.05
2018,26230,부산진구,Busanjin-gu,362357,35463,262295,64599,17.83,72.39,9.79
2019,26230,부산진구,Busanjin-gu,357880,33887,256860,67133,18.76,71.77,9.47
2020,26230,부산진구,Busanjin-gu,359886,33040,255950,70896,19.7,71.12,9.18
2021,26230,부산진구,Busanjin-gu,353159,31812,249008,72339,20.48,70.51,9.01
2022,26230,부산진구,Busanjin-gu,355917,31415,248817,75685,21.26,69.91,8.83
2023,26230,부산진구,Busanjin-gu,359508,31273,248914,79321,22.06,69.24,8.7
2024,26230,부산진구,Busanjin-gu,359281,30423,246019,82839,23.06,68.48,8.47
2008,26260,동래구,Dongnae-gu,282673,40576,215166,26931,9.53,76.12,14.35
2009,26260,동래구,Dongnae-gu,281644,38976,214167,28501,10.12,76.04,13.84
2010,26260,동래구,Dongnae-gu,282779,37431,215309,30039,10.62,76.14,13.24
2011,26260,동래구,Dongnae-gu,283742,36749,215545,31448,11.08,75.97,12.95
2012,26260,동래구,Dongnae-gu,278767,34862,210773,33132,11.89,75.61,12.51
2013,26260,동래구,Dongnae-gu,276689,33786,207750,35153,12.7,75.08,12.21
2014,26260,동래구,Dongnae-gu,275971,33058,205868,37045,13.42,74.6,11.98
2015,26260,동래구,Dongnae-gu,272837,32149,202251,38437,14.09,74.13,11.78
2016,26260,동래구,Dongnae-gu,272745,32042,200354,40349,14.79,73.46,11.75
2017,26260,동래구,Dongnae-gu,270727,31724,196306,42697,15.77,72.51,11.72
2018,26260,동래구,Dongnae-gu,266515,30720,191540,44255,16.61,71.87,11.53
2019,26260,동래구,Dongnae-gu,271247,31675,192709,46863,17.28,71.05,11.68
2020,26260,동래구,Dongnae-gu,270745,31919,188899,49927,18.44,69.77,11.79
2021,26260,동래구,Dongnae-gu,266866,31110,183927,51829,19.42,68.92,11.66
2022,26260,동래구,Dongnae-gu,273226,32401,185944,54881,20.09,68.06,11.86
2023,26260,동래구,Dongnae-gu,270815,31371,181932,57512,21.24,67.18,11.58
2024,26260,동래구,Dongnae-gu,274370,31978,181457,60935,22.21,66.14,11.66
2008,26290,남구,Nam-gu,298314,43134,224088,31092,10.42,75.12,14.46
2009,26290,남구,Nam-gu,297963,41829,223094,33040,11.09,74.87,14.04
2010,26290,남구,Nam-gu,298458,40162,223508,34788,11.66,74.89,13.46
2011,26290,남구,Nam-gu,295121,38469,220436,36216,12.27,74.69,13.03
2012,26290,남구,Nam-gu,291175,36881,215948,38346,13.17,74.16,12.67
2013,26290,남구,Nam-gu,291770,36118,215109,40543,13.9,73.73,12.38
2014,26290,남구,Nam-gu,286989,34600,209997,42392,14.77,73.17,12.06
2015,26290,남구,Nam-gu,283101,33324,205667,44110,15.58,72.65,11.77
2016,26290,남구,Nam-gu,278779,31907,201094,45778,16.42,72.13,11.45
2017,26290,남구,Nam-gu,273854,30535,195355,47964,17.51,71.34,11.15
2018,26290,남구,Nam-gu,279917,31705,198061,50151,17.92,70.76,11.33
2019,26290,남구,Nam-gu,274480,30634,192129,51717,18.84,70.0,11.16
2020,26290,남구,Nam-gu,267731,29159,184674,53898,20.13,68.98,10.89
2021,26290,남구,Nam-gu,262069,27848,178835,55386,21.13,68.24,10.63
2022,26290,남구,Nam-gu,256333,26074,173298,56961,22.22,67.61,10.17
2023,26290,남구,Nam-gu,254185,25090,170142,58953,23.19,66.94,9.87
2024,26290,남구,Nam-gu,254498,24418,168538,61542,24.18,66.22,9.59
2008,26320,북구,Buk-gu,318859,52829,240887,25143,7.89,75.55,16.57
2009,26320,북구,Buk-gu,314227,49175,238667,26385,8.4,75.95,15.65
2010,26320,북구,Buk-gu,312218,45573,239229,27416,8.78,76.62,14.6
2011,26320,북구,Buk-gu,307988,42690,236834,28464,9.24,76.9,13.86
2012,26320,북구,Buk-gu,312937,42034,240530,30373,9.71,76.86,13.43
2013,26320,북구,Buk-gu,309719,39953,237554,32212,10.4,76.7,12.9
2014,26320,북구,Buk-gu,306974,38014,234903,34057,11.09,76.52,12.38
2015,26320,북구,Buk-gu,310484,37236,236797,36451,11.74,76.27,11.99
2016,26320,북구,Buk-gu,310202,36504,235176,38522,12.42,75.81,11.77
2017,26320,북구,Buk-gu,302924,34748,227176,41000,13.53,74.99,11.47
2018,26320,북구,Buk-gu,296952,33105,220722,43125,14.52,74.33,11.15
2019,26320,북구,Buk-gu,291132,31577,213647,45908,15.77,73.38,10.85
2020,26320,북구,Buk-gu,283952,29762,204886,49304,17.36,72.16,10.48
2021,26320,북구,Buk-gu,283211,29148,201557,52506,18.54,71.17,10.29
2022,26320,북구,Buk-gu,278857,27914,195175,55768,20.0,69.99,10.01
2023,26320,북구,Buk-gu,273596,26530,187912,59154,21.62,68.68,9.7
2024,26320,북구,Buk-gu,267692,24927,180057,62708,23.43,67.26,9.31
2008,26350,해운대구,Haeundae-gu,424455,72530,313902,38023,8.96,73.95,17.09
2009,26350,해운대구,Haeundae-gu,424974,69663,315260,40051,9.42,74.18,16.39
2010,26350,해운대구,Haeundae-gu,426729,66480,318044,42205,9.89,74.53,15.58
2011,26350,해운대구,Haeundae-gu,425618,64115,317605,43898,10.31,74.62,15.06
2012,26350,해운대구,Haeundae-gu,428188,62580,318946,46662,10.9,74.49,14.62
2013,26350,해운대구,Haeundae-gu,425536,60077,316106,49353,11.6,74.28,14.12
2014,26350,해운대구,Haeundae-gu,423531,57867,313694,51970,12.27,74.07,13.66
2015,26350,해운대구,Haeundae-gu,422818,55676,312595,54547,12.9,73.93,13.17
2016,26350,해운대구,Haeundae-gu,419853,53668,309331,56854,13.54,73.68,12.78
2017,26350,해운대구,Haeundae-gu,412039,51127,300963,59949,14.55,73.04,12.41
2018,26350,해운대구,Haeundae-gu,409347,49299,297223,62825,15.35,72.61,12.04
2019,26350,해운대구,Haeundae-gu,406102,47814,292070,66218,16.31,71.92,11.77
2020,26350,해운대구,Haeundae-gu,402169,46727,285136,70306,17.48,70.9,11.62
2021,26350,해운대구,Haeundae-gu,396438,45410,277722,73306,18.49,70.05,11.45
2022,26350,해운대구,Haeundae-gu,386785,42986,267543,76256,19.72,69.17,11.11
2023,26350,해운대구,Haeundae-gu,380448,40943,259839,79666,20.94,68.3,10.76
2024,26350,해운대구,Haeundae-gu,376404,39516,253345,83543,22.2,67.31,10.5
2008,26380,사하구,Saha-gu,365368,57205,276881,31282,8.56,75.78,15.66
2009,26380,사하구,Saha-gu,359800,53864,273414,32522,9.04,75.99,14.97
2010,26380,사하구,Saha-gu,358730,51028,273586,34116,9.51,76.27,14.22
2011,26380,사하구,Saha-gu,355443,48905,270904,35634,10.03,76.22,13.76
2012,26380,사하구,Saha-gu,352726,47165,267813,37748,10.7,75.93,13.37
2013,26380,사하구,Saha-gu,349110,45118,263985,40007,11.46,75.62,12.92
2014,26380,사하구,Saha-gu,343371,42925,258237,42209,12.29,75.21,12.5
2015,26380,사하구,Saha-gu,337781,40692,252700,44389,13.14,74.81,12.05
2016,26380,사하구,Saha-gu,334603,39048,248777,46778,13.98,74.35,11.67
2017,26380,사하구,Saha-gu,333301,37806,245234,50261,15.08,73.58,11.34
2018,26380,사하구,Saha-gu,327791,35960,239026,52805,16.11,72.92,10.97
2019,26380,사하구,Saha-gu,321004,33938,231102,55964,17.43,71.99,10.57
2020,26380,사하구,Saha-gu,311757,31852,220335,59570,19.11,70.68,10.22
2021,26380,사하구,Saha-gu,306003,30320,213405,62278,20.35,69.74,9.91
2022,26380,사하구,Saha-gu,301987,28757,207485,65745,21.77,68.71,9.52
2023,26380,사하구,Saha-gu,297831,27306,201475,69050,23.18,67.65,9.17
2024,26380,사하구,Saha-gu,292491,25612,194278,72601,24.82,66.42,8.76
2008,26410,금정구,Geumjeong-gu,256398,34683,195277,26438,10.31,76.16,13.53
2009,26410,금정구,Geumjeong-gu,252039,32281,192147,27611,10.96,76.24,12.81
2010,26410,금정구,Geumjeong-gu,255419,31127,195064,29228,11.44,76.37,12.19
2011,26410,금정구,Geumjeong-gu,254720,29825,194252,30643,12.03,76.26,11.71
2012,26410,금정구,Geumjeong-gu,255692,29238,193894,32560,12.73,75.83,11.43
2013,26410,금정구,Geumjeong-gu,253526,27986,191143,34397,13.57,75.39,11.04
2014,26410,금정구,Geumjeong-gu,249856,26846,186920,36090,14.44,74.81,10.74
